Gender,Age,Under 30,Senior Citizen,Married,Dependents,Number of Dependents,City,Referred a Friend,Number of Referrals,Tenure in Months,Offer,Phone Service,Avg Monthly Long Distance Charges,Multiple Lines,Internet Service,Internet Type,Avg Monthly GB Download,Online Security,Online Backup,Device Protection Plan,Premium Tech Support,Streaming TV,Streaming Movies,Streaming Music,Unlimited Data,Contract,Paperless Billing,Payment Method,Monthly Charge,Total Charges,Total Refunds,Total Extra Data Charges,Total Long Distance Charges,Total Revenue,Satisfaction Score,Churn Label,Population,Revenue_Per_Month,Charge_Evolution,Refund_Rate,Has_Been_Refunded,Billing_Complexity,Services_Count,Streaming_Count,Security_Score,Full_Protection_Score,Support_Profile,Service_Diversity_Score,Referral_Rate,Heavy_Internet_User,Internet_Value,Contract_Encoded,Engagement_Score,Contract_Risk,Contract_Tenure_Mismatch,Locked_Value,Tenure_Segment,Vulnerable_Senior,Family_Profile,Digital_Profile,High_Value_At_Risk,NPS_Label
Male,52,No,No,No,Yes,3,Rancho Santa Fe,No,0,39,No Offer,Yes,49.95,Yes,No,No Internet,0,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,25.0,1004.35,0.0,0,1948.0500000000002,2952.4,4,No,7615,75.70256410256411,-50.70256410256411,0.0,0,1,1,0,0,0,0,1,0.0,0,0.0,2,78,0,0,2,2,0,0,0,0,1
Female,48,No,No,No,No,0,San Gabriel,No,0,3,No Offer,Yes,26.86,No,Yes,Fiber Optic,5,No,No,No,No,Yes,No,No,No,Month-to-Month,Yes,Bank Withdrawal,80.5,232.35,0.0,0,80.58,312.93,5,No,38041,104.31,-23.810000000000002,0.0,0,1,1,1,0,0,0,1,0.0,0,15.0,0,0,1,0,0,0,0,0,1,0,2
Male,51,No,No,No,No,0,Corona,No,0,46,No Offer,Yes,37.5,Yes,Yes,Fiber Optic,22,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Bank Withdrawal,108.65,4903.2,0.0,0,1725.0,6628.2,4,No,44875,144.09130434782608,-35.441304347826076,0.0,0,1,8,3,3,3,1,8,0.0,0,66.0,2,92,0,0,16,2,0,0,0,0,1
Female,79,No,Yes,Yes,Yes,1,Randsburg,Yes,5,14,No Offer,Yes,14.39,Yes,Yes,Fiber Optic,30,No,No,No,No,Yes,Yes,No,Yes,Two Year,Yes,Bank Withdrawal,95.8,1346.3,0.0,0,201.46,1547.76,3,No,117,110.55428571428571,-14.754285714285714,0.0,0,1,4,2,0,0,0,4,0.35714285714285715,1,90.0,2,28,0,0,8,1,1,1,1,0,0
Female,35,No,No,Yes,Yes,3,Coleville,Yes,1,39,No Offer,Yes,24.38,Yes,Yes,Fiber Optic,53,No,No,No,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,99.95,3767.4,0.0,0,950.8199999999999,4718.22,3,No,1332,120.98,-21.03,0.0,0,1,6,3,1,1,0,6,0.02564102564102564,1,159.0,0,0,0,1,0,2,0,1,0,0,0
Female,54,No,No,No,No,0,Fairfax,No,0,35,No Offer,No,0.0,No,Yes,DSL,21,No,No,No,No,No,No,No,No,Month-to-Month,No,Bank Withdrawal,24.15,812.5,0.0,40,0.0,852.5,4,No,8486,24.357142857142858,-0.20714285714285907,0.0,0,1,0,0,0,0,0,0,0.0,0,21.0,0,0,0,1,0,2,0,0,0,0,1
Male,62,No,No,Yes,No,0,San Diego,Yes,1,32,Offer C,Yes,22.57,Yes,Yes,Fiber Optic,11,No,No,Yes,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,78.9,2447.95,0.0,0,722.24,3170.1899999999996,3,Yes,74232,99.06843749999999,-20.168437499999982,0.0,0,1,3,0,1,1,0,3,0.03125,0,33.0,0,0,0,1,0,2,0,0,1,0,0
Female,59,No,No,Yes,Yes,1,Pala,No,0,69,Offer A,Yes,28.53,Yes,Yes,Fiber Optic,24,No,Yes,No,Yes,No,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,93.3,6398.05,0.0,0,1968.5700000000002,8366.62,5,No,1831,121.2553623188406,-27.9553623188406,0.0,0,1,6,2,2,2,0,6,0.0,0,72.0,2,138,0,0,12,3,0,1,1,0,2
Male,78,No,Yes,Yes,No,0,San Diego,Yes,1,58,No Offer,Yes,49.38,Yes,Yes,Fiber Optic,19,Yes,Yes,Yes,No,Yes,Yes,No,Yes,One Year,Yes,Bank Withdrawal,108.85,6287.25,0.0,0,2864.04,9151.29,1,Yes,51213,157.78086206896552,-48.930862068965524,0.0,0,1,7,2,3,3,0,7,0.017241379310344827,0,57.0,1,58,0,0,7,3,1,0,1,0,0
Male,45,No,No,No,No,0,Penn Valley,No,0,67,Offer A,Yes,9.05,No,No,No Internet,0,No,No,No,No,No,No,No,No,One Year,Yes,Credit Card,19.45,1195.95,0.0,0,606.35,1802.3000000000002,4,No,9752,26.900000000000002,-7.450000000000003,0.0,0,1,0,0,0,0,0,0,0.0,0,0.0,1,67,0,0,0,3,0,0,0,0,1
Female,38,No,No,No,No,0,Stirling City,No,0,3,No Offer,Yes,40.2,No,No,No Internet,0,No,No,No,No,No,No,No,No,Month-to-Month,No,Mailed Check,20.0,63.6,0.0,0,120.60000000000001,184.20000000000002,3,No,28,61.400000000000006,-41.400000000000006,0.0,0,1,0,0,0,0,0,0,0.0,0,0.0,0,0,1,0,0,0,0,0,0,0,0
Male,20,Yes,No,No,No,0,Kirkwood,No,0,32,No Offer,Yes,36.78,No,No,No Internet,0,No,No,No,No,No,No,No,No,One Year,No,Credit Card,20.35,707.5,0.0,0,1176.96,1884.46,5,No,129,58.889375,-38.539375,0.0,0,1,0,0,0,0,0,0,0.0,0,0.0,1,32,0,0,0,2,0,0,0,0,2
Female,59,No,No,Yes,No,0,Winnetka,Yes,3,14,No Offer,Yes,5.63,No,Yes,Fiber Optic,23,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,One Year,No,Credit Card,105.95,1348.9,0.0,0,78.82,1427.72,1,Yes,43857,101.98,3.969999999999999,0.0,0,1,7,3,3,3,0,7,0.21428571428571427,0,69.0,1,14,0,0,7,1,0,0,0,0,0
Male,50,No,No,No,No,0,Tehama,No,0,22,No Offer,Yes,46.5,No,Yes,Fiber Optic,17,No,Yes,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,93.2,2157.3,0.0,0,1023.0,3180.3,4,No,405,144.5590909090909,-51.35909090909091,0.0,0,1,5,3,1,1,0,5,0.0,0,51.0,0,0,0,0,0,1,0,0,0,0,1
Male,58,No,No,No,No,0,Meadow Vista,No,0,17,No Offer,Yes,21.14,Yes,Yes,Fiber Optic,5,No,No,Yes,Yes,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,95.65,1640.0,0.0,0,359.38,1999.38,4,No,3747,117.61058823529413,-21.960588235294125,0.0,0,1,6,2,2,2,1,6,0.0,0,15.0,0,0,0,0,0,1,0,0,1,0,1
Male,59,No,No,Yes,No,0,North Hollywood,Yes,5,72,No Offer,Yes,6.15,Yes,Yes,Fiber Optic,5,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Two Year,No,Bank Withdrawal,105.6,7581.5,0.0,0,442.8,8024.3,3,No,45358,111.44861111111112,-5.848611111111126,0.0,0,1,8,2,4,4,1,8,0.06944444444444445,0,15.0,2,144,0,0,16,3,0,0,0,0,0
Female,24,Yes,No,No,No,0,Pasadena,No,0,4,No Offer,Yes,16.25,Yes,Yes,DSL,51,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,50.7,214.55,39.92,0,65.0,239.63,4,No,32369,59.9075,-9.207499999999996,0.16659015982973752,1,2,2,0,0,0,0,2,0.0,1,51.0,0,0,1,0,0,0,0,0,0,0,1
Female,22,Yes,No,Yes,No,0,Hume,Yes,5,72,Offer A,Yes,22.74,Yes,Yes,Fiber Optic,48,Yes,Yes,No,No,No,Yes,Yes,Yes,Two Year,Yes,Credit Card,94.45,6921.7,0.0,0,1637.28,8558.98,4,No,93,118.87472222222222,-24.424722222222215,0.0,0,1,6,2,2,2,0,6,0.06944444444444445,1,144.0,2,144,0,0,12,3,0,0,0,0,1
Female,37,No,No,Yes,No,0,Randsburg,Yes,1,5,No Offer,Yes,41.57,No,Yes,Cable,27,Yes,No,Yes,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Mailed Check,88.9,454.15,0.0,0,207.85,662.0,1,Yes,117,132.4,-43.5,0.0,0,1,5,2,2,2,0,5,0.2,0,54.0,0,0,1,0,0,0,0,0,0,0,0
Male,40,No,No,Yes,Yes,1,San Francisco,Yes,1,72,No Offer,Yes,11.67,Yes,Yes,Fiber Optic,26,Yes,No,Yes,No,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,106.1,7848.5,0.0,0,840.24,8688.74,3,No,74641,120.67694444444444,-14.57694444444445,0.0,0,1,7,3,2,2,0,7,0.013888888888888888,0,78.0,1,72,0,0,7,3,0,1,1,0,0
Male,28,Yes,No,Yes,No,0,Orangevale,Yes,1,50,Offer B,Yes,34.14,Yes,Yes,Fiber Optic,69,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,103.7,5071.05,36.61,0,1707.0,6741.4400000000005,1,Yes,32040,134.8288,-31.1288,0.005430590496985807,1,2,7,3,2,2,0,7,0.02,1,207.0,0,0,0,1,0,3,0,0,0,0,0
Male,53,No,No,Yes,No,0,Bella Vista,Yes,10,30,Offer C,Yes,23.16,No,Yes,DSL,6,No,No,Yes,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,50.0,1474.9,0.0,0,694.8,2169.7,4,No,899,72.32333333333332,-22.323333333333323,0.0,0,1,2,0,1,1,0,2,0.3333333333333333,0,6.0,0,0,0,1,0,2,0,0,0,0,1
Male,30,No,No,Yes,Yes,2,Berkeley,Yes,1,27,No Offer,Yes,13.55,Yes,Yes,Cable,59,No,No,No,Yes,Yes,Yes,Yes,No,Month-to-Month,No,Bank Withdrawal,71.6,1957.1,0.0,140,365.85,2462.95,5,No,10147,91.22037037037036,-19.620370370370367,0.0,0,2,5,3,1,1,0,5,0.037037037037037035,1,118.0,0,0,0,1,0,2,0,1,0,0,2
Male,67,No,Yes,Yes,No,0,Sutter,Yes,1,3,Offer E,No,0.0,No,Yes,DSL,20,No,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Credit Card,36.45,93.7,0.0,0,0.0,93.7,1,Yes,3193,31.233333333333334,5.216666666666669,0.0,0,0,2,1,0,0,0,2,0.3333333333333333,0,20.0,0,0,1,0,0,0,1,0,0,0,0
Female,48,No,No,No,No,0,Blairsden Graeagle,No,0,15,No Offer,Yes,39.87,No,No,No Internet,0,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,19.6,299.4,0.0,0,598.05,897.4499999999999,5,No,1839,59.83,-40.23,0.0,0,1,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,1,0,0,0,0,2
Male,42,No,No,No,Yes,2,Aptos,No,0,27,No Offer,Yes,8.55,No,No,No Internet,0,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,20.6,581.85,0.0,0,230.85000000000002,812.7,4,No,24227,30.1,-9.5,0.0,0,1,0,0,0,0,0,0,0.0,0,0.0,2,54,0,0,0,2,0,0,0,0,1
Male,48,No,No,No,No,0,Mendocino,No,0,1,Offer E,Yes,27.58,No,Yes,Fiber Optic,16,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,69.95,69.95,0.0,0,27.58,97.53,1,Yes,2229,97.53,-27.58,0.0,0,1,1,0,0,0,0,1,0.0,0,48.0,0,0,1,0,0,0,0,0,0,0,0
Female,59,No,No,No,No,0,Rowland Heights,No,0,65,No Offer,Yes,27.68,Yes,Yes,Fiber Optic,6,No,Yes,Yes,No,Yes,No,No,No,One Year,Yes,Bank Withdrawal,95.5,6153.85,0.0,80,1799.2,8033.05,5,No,46342,123.58538461538461,-28.085384615384612,0.0,0,2,4,1,2,2,0,4,0.0,0,18.0,1,65,0,0,4,3,0,0,1,0,2
Female,25,Yes,No,No,No,0,Santa Rosa,No,0,22,No Offer,Yes,29.07,No,Yes,Fiber Optic,52,No,Yes,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Mailed Check,84.3,1855.65,0.0,0,639.54,2495.19,1,Yes,25718,113.41772727272728,-29.11772727272728,0.0,0,1,4,2,1,1,0,4,0.0,1,156.0,0,0,0,0,0,1,0,0,0,0,0
Male,69,No,Yes,Yes,No,0,Rosemead,Yes,1,16,No Offer,Yes,15.16,Yes,Yes,Fiber Optic,7,No,No,Yes,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,98.75,1587.55,0.0,0,242.56,1830.11,2,Yes,61623,114.381875,-15.631874999999994,0.0,0,1,5,2,1,1,0,5,0.0625,0,21.0,0,0,0,0,0,1,1,0,1,0,0
Male,75,No,Yes,Yes,No,0,Canby,Yes,4,6,No Offer,Yes,16.87,Yes,Yes,Fiber Optic,17,No,No,Yes,No,No,No,No,No,Two Year,Yes,Bank Withdrawal,80.8,457.1,0.0,30,101.22,588.32,5,No,417,98.05333333333334,-17.253333333333345,0.0,0,2,2,0,1,1,0,2,0.6666666666666666,0,51.0,2,12,0,0,4,0,1,0,1,0,2
Male,62,No,No,No,No,0,Crescent Mills,No,0,60,No Offer,Yes,35.13,No,Yes,DSL,3,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,One Year,No,Credit Card,79.0,4801.1,0.0,0,2107.8,6908.900000000001,3,No,178,115.14833333333334,-36.14833333333334,0.0,0,1,7,3,3,3,1,7,0.0,0,3.0,1,60,0,0,7,3,0,0,0,0,0
Female,42,No,No,No,No,0,Anaheim,No,0,3,Offer E,Yes,1.64,Yes,Yes,Fiber Optic,8,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,74.95,212.4,27.6,0,4.92,189.72,5,No,34398,63.24,11.71,0.1454775458570525,1,2,2,0,0,0,0,2,0.0,0,24.0,0,0,1,0,0,0,0,0,1,0,2
Male,45,No,No,No,No,0,Mira Loma,No,0,24,No Offer,Yes,2.33,No,Yes,DSL,2,No,No,No,Yes,No,No,No,Yes,Month-to-Month,Yes,Credit Card,51.1,1269.6,0.0,0,55.92,1325.52,5,No,18980,55.23,-4.1299999999999955,0.0,0,1,2,0,1,1,0,2,0.0,0,2.0,0,0,0,0,0,1,0,0,0,0,2
Female,75,No,Yes,No,No,0,Shingletown,No,0,28,Offer C,Yes,9.67,Yes,Yes,Fiber Optic,28,No,Yes,Yes,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,106.15,3152.5,0.0,0,270.76,3423.26,1,Yes,4231,122.25928571428572,-16.10928571428572,0.0,0,1,6,2,2,2,0,6,0.0,1,84.0,0,0,0,1,0,2,1,0,1,0,0
Male,38,No,No,Yes,Yes,1,Pico Rivera,Yes,10,21,No Offer,Yes,18.0,No,No,No Internet,0,No,No,No,No,No,No,No,No,One Year,No,Credit Card,19.8,350.1,0.0,0,378.0,728.1,3,No,63288,34.67142857142857,-14.87142857142857,0.0,0,1,0,0,0,0,0,0,0.47619047619047616,0,0.0,1,21,0,0,0,1,0,1,0,0,0
Male,69,No,Yes,Yes,No,0,Acton,No,0,29,No Offer,Yes,10.55,Yes,Yes,Fiber Optic,2,No,No,No,Yes,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,79.3,2414.55,0.0,0,305.95000000000005,2720.5,5,No,7831,93.8103448275862,-14.51034482758621,0.0,0,1,3,0,1,1,0,3,0.0,0,6.0,0,0,0,1,0,2,0,0,1,0,2
Female,57,No,No,Yes,No,0,Los Angeles,Yes,1,21,Offer D,Yes,1.21,Yes,Yes,Fiber Optic,16,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,103.9,2254.2,0.0,0,25.41,2279.6099999999997,1,Yes,21,108.55285714285712,-4.6528571428571155,0.0,0,1,7,3,2,2,0,7,0.047619047619047616,0,48.0,0,0,0,0,0,1,0,0,1,0,0
Female,65,No,Yes,No,No,0,Biola,No,0,46,No Offer,Yes,2.37,Yes,Yes,Fiber Optic,20,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,110.0,4874.8,0.0,0,109.02000000000001,4983.820000000001,1,Yes,807,108.34391304347828,1.656086956521719,0.0,0,1,8,3,3,3,0,8,0.0,0,60.0,1,46,0,0,8,2,1,0,1,0,0
Female,48,No,No,No,No,0,Hayward,No,0,71,Offer A,Yes,18.2,No,Yes,DSL,28,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Two Year,No,Credit Card,77.35,5550.1,0.0,0,1292.2,6842.3,3,No,72993,96.37042253521128,-19.02042253521128,0.0,0,1,6,1,4,4,1,6,0.0,1,28.0,2,142,0,0,12,3,0,0,0,0,0
Male,47,No,No,No,No,0,Jolon,No,0,65,Offer B,Yes,27.75,Yes,Yes,Fiber Optic,30,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Two Year,No,Credit Card,105.1,6631.85,0.0,0,1803.75,8435.6,3,No,254,129.77846153846156,-24.678461538461562,0.0,0,1,7,3,2,2,0,7,0.0,1,90.0,2,130,0,0,14,3,0,0,0,0,0
Female,31,No,No,Yes,Yes,2,Inglewood,No,0,64,Offer B,Yes,27.74,Yes,Yes,Fiber Optic,12,Yes,No,No,Yes,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,86.8,5327.25,0.0,0,1775.36,7102.61,3,No,13779,110.97828125,-24.178281249999998,0.0,0,1,4,0,2,2,0,4,0.0,0,36.0,0,0,0,1,0,3,0,1,1,0,0
Female,56,No,No,Yes,Yes,6,La Mesa,Yes,6,49,Offer B,Yes,8.18,Yes,Yes,Fiber Optic,53,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,95.4,4613.95,0.0,0,400.82,5014.7699999999995,5,No,44652,102.34224489795918,-6.942244897959171,0.0,0,1,5,3,0,0,0,5,0.12244897959183673,1,159.0,0,0,0,1,0,3,0,1,1,0,2
Female,57,No,No,Yes,No,0,San Bernardino,Yes,1,70,Offer A,Yes,42.67,Yes,Yes,DSL,24,Yes,No,Yes,Yes,No,No,No,Yes,Two Year,No,Credit Card,65.3,4759.75,0.0,0,2986.9,7746.65,1,Yes,53636,110.66642857142857,-45.36642857142857,0.0,0,1,5,0,3,3,1,5,0.014285714285714285,0,24.0,2,140,0,0,10,3,0,0,0,0,0
Female,53,No,No,No,No,0,Fontana,No,0,64,Offer B,Yes,4.03,Yes,No,No Internet,0,No,No,No,No,No,No,No,No,One Year,No,Mailed Check,24.7,1642.75,0.0,0,257.92,1900.67,5,No,82630,29.69796875,-4.997968750000002,0.0,0,1,1,0,0,0,0,1,0.0,0,0.0,1,64,0,0,1,3,0,0,0,0,2
Female,59,No,No,Yes,Yes,3,Brooks,Yes,3,22,Offer D,Yes,4.67,Yes,Yes,Fiber Optic,58,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,75.8,1615.1,0.0,0,102.74,1717.84,5,No,382,78.08363636363636,-2.2836363636363615,0.0,0,1,2,0,0,0,0,2,0.13636363636363635,1,174.0,0,0,0,0,0,1,0,1,1,0,2
Female,74,No,Yes,No,No,0,Redwood City,No,0,35,No Offer,Yes,32.92,Yes,Yes,Fiber Optic,22,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,One Year,Yes,Bank Withdrawal,110.8,3836.3,0.0,110,1152.2,5098.5,3,No,25569,145.67142857142858,-34.87142857142858,0.0,0,2,8,3,4,4,1,8,0.0,0,66.0,1,35,0,0,8,2,0,0,1,0,0
Female,33,No,No,No,No,0,Stockton,No,0,4,Offer E,Yes,6.36,Yes,No,No Internet,0,No,No,No,No,No,No,No,No,One Year,No,Bank Withdrawal,23.9,97.5,0.0,0,25.44,122.94,4,No,19109,30.735,-6.835000000000001,0.0,0,1,1,0,0,0,0,1,0.0,0,0.0,1,4,0,0,1,0,0,0,0,0,1
Male,40,No,No,Yes,No,0,Downey,Yes,4,62,Offer B,Yes,48.73,Yes,No,No Internet,0,No,No,No,No,No,No,No,No,Two Year,Yes,Bank Withdrawal,24.25,1424.6,0.0,0,3021.2599999999998,4445.86,5,No,42459,71.7074193548387,-47.457419354838706,0.0,0,1,1,0,0,0,0,1,0.06451612903225806,0,0.0,2,124,0,0,2,3,0,0,0,0,2
Male,48,No,No,No,No,0,Stockton,No,0,16,No Offer,Yes,24.79,No,No,No Internet,0,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,19.75,294.9,0.0,0,396.64,691.54,5,No,23789,43.22125,-23.471249999999998,0.0,0,1,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,1,0,0,0,0,2
Female,49,No,No,Yes,No,0,Fallbrook,Yes,1,14,No Offer,Yes,29.18,Yes,Yes,Fiber Optic,19,No,No,Yes,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,87.25,1258.6,0.0,0,408.52,1667.12,2,Yes,42239,119.08,-31.83,0.0,0,1,5,2,1,1,0,5,0.07142857142857142,0,57.0,0,0,0,0,0,1,0,0,1,0,0
Female,73,No,Yes,Yes,No,0,San Jose,Yes,1,72,Offer A,Yes,4.59,Yes,Yes,Fiber Optic,27,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Two Year,Yes,Bank Withdrawal,114.65,8333.95,0.0,0,330.48,8664.43,3,No,7023,120.33930555555555,-5.689305555555549,0.0,0,1,8,2,4,4,1,8,0.013888888888888888,0,81.0,2,144,0,0,16,3,0,0,1,0,0
Male,25,Yes,No,Yes,No,0,Oakland,Yes,1,7,No Offer,Yes,19.23,No,Yes,Fiber Optic,52,No,Yes,No,Yes,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,89.75,608.8,26.02,0,134.61,717.39,2,Yes,36517,102.48428571428572,-12.734285714285718,0.03627036897642844,1,2,4,1,2,2,0,4,0.14285714285714285,1,156.0,0,0,1,0,0,0,0,0,1,0,0
Male,48,No,No,No,No,0,Los Angeles,No,0,62,Offer B,Yes,7.96,No,Yes,DSL,8,Yes,Yes,No,No,No,No,No,Yes,One Year,No,Bank Withdrawal,56.15,3487.95,0.0,0,493.52,3981.47,4,No,101215,64.21725806451613,-8.067258064516132,0.0,0,1,3,0,2,2,0,3,0.0,0,8.0,1,62,0,0,3,3,0,0,0,0,1
Female,65,No,Yes,Yes,No,0,Simi Valley,Yes,1,26,Offer C,Yes,18.26,No,Yes,Fiber Optic,3,No,Yes,No,No,No,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,84.95,2169.75,0.0,0,474.76000000000005,2644.51,3,Yes,64802,101.71192307692309,-16.761923076923082,0.0,0,1,4,2,1,1,0,4,0.038461538461538464,0,9.0,0,0,0,1,0,2,1,0,0,0,0
Male,44,No,No,No,No,0,Salyer,No,0,2,No Offer,Yes,17.25,No,Yes,Cable,3,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Credit Card,45.0,96.45,0.0,30,34.5,160.95,1,Yes,660,80.475,-35.474999999999994,0.0,0,2,0,0,0,0,0,0,0.0,0,6.0,0,0,1,0,0,0,0,0,0,1,0
Male,30,No,No,Yes,No,0,Venice,No,0,66,No Offer,Yes,23.51,Yes,Yes,Fiber Optic,52,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,106.05,6981.35,0.0,0,1551.66,8533.01,2,Yes,31021,129.2880303030303,-23.2380303030303,0.0,0,1,7,3,2,2,0,7,0.0,1,156.0,2,132,0,0,14,3,0,0,0,0,0
Female,33,No,No,Yes,No,0,Stonyford,Yes,6,64,No Offer,Yes,16.61,Yes,Yes,Cable,4,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Two Year,Yes,Mailed Check,81.3,5129.3,22.34,0,1063.04,6170.0,4,No,844,96.40625,-15.106250000000003,0.003620745542949757,1,2,8,2,4,4,1,8,0.09375,0,8.0,2,128,0,0,16,3,0,0,0,0,1
Male,47,No,No,No,No,0,Alpaugh,No,0,1,Offer E,Yes,4.02,No,Yes,Cable,11,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,42.9,42.9,0.0,0,4.02,46.92,1,Yes,1054,46.92,-4.020000000000003,0.0,0,1,1,0,0,0,0,1,0.0,0,22.0,0,0,1,0,0,0,0,0,1,0,0
Female,27,Yes,No,Yes,No,0,North Highlands,Yes,6,48,Offer B,Yes,49.88,No,Yes,DSL,42,No,Yes,Yes,No,No,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,65.65,3094.65,0.0,0,2394.2400000000002,5488.89,3,No,32202,114.351875,-48.701875,0.0,0,1,5,2,2,2,0,5,0.125,1,42.0,1,48,0,0,5,2,0,0,1,0,0
Male,39,No,No,No,No,0,Stockton,No,0,3,No Offer,Yes,31.88,No,Yes,Fiber Optic,7,No,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,78.5,242.05,0.0,0,95.64,337.69,2,Yes,7071,112.56333333333333,-34.06333333333333,0.0,0,1,2,1,0,0,0,2,0.0,0,21.0,0,0,1,0,0,0,0,0,1,0,0
Male,72,No,Yes,No,No,0,Los Angeles,No,0,2,Offer E,Yes,41.43,No,Yes,Cable,20,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,44.7,93.7,0.0,0,82.86,176.56,1,Yes,87383,88.28,-43.58,0.0,0,1,1,0,0,0,0,1,0.0,0,40.0,0,0,1,0,0,0,1,0,1,0,0
Male,56,No,No,No,No,0,Santa Barbara,No,0,13,Offer D,Yes,10.11,No,No,No Internet,0,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,19.75,265.75,0.0,0,131.43,397.18,5,No,16477,30.552307692307693,-10.802307692307693,0.0,0,1,0,0,0,0,0,0,0.0,0,0.0,2,26,0,0,0,1,0,0,0,0,2
Male,21,Yes,No,Yes,Yes,2,Whitmore,Yes,5,70,Offer A,Yes,40.77,Yes,Yes,Fiber Optic,71,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,116.55,8152.3,0.0,0,2853.9,11006.2,3,No,843,157.23142857142858,-40.68142857142858,0.0,0,1,9,3,4,4,1,9,0.07142857142857142,1,213.0,2,140,0,0,18,3,0,1,0,0,0
Female,37,No,No,Yes,Yes,1,Flournoy,Yes,8,7,No Offer,No,0.0,No,Yes,Cable,17,Yes,No,No,Yes,No,No,No,Yes,Month-to-Month,No,Credit Card,34.65,246.6,0.0,0,0.0,246.6,3,No,84,35.22857142857143,-0.5785714285714292,0.0,0,0,3,0,2,2,0,3,1.1428571428571428,0,34.0,0,0,1,0,0,0,0,1,0,1,0
Male,41,No,No,Yes,No,0,Los Angeles,Yes,10,18,Offer D,Yes,45.92,No,Yes,DSL,17,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,44.35,768.05,0.0,0,826.5600000000001,1594.6100000000001,3,No,62784,88.58944444444445,-44.23944444444445,0.0,0,1,1,0,0,0,0,1,0.5555555555555556,0,17.0,0,0,0,0,0,1,0,0,1,0,0
Female,29,Yes,No,No,Yes,1,Cathedral City,No,0,1,Offer E,No,0.0,No,Yes,Cable,48,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,24.7,24.7,0.0,70,0.0,94.7,5,No,43141,94.7,-70.0,0.0,0,1,0,0,0,0,0,0,0.0,1,96.0,0,0,1,0,0,0,0,0,0,0,2
